date_time,temperature,time_int
1969-12-31 19:12:15,17.88,735
1969-12-31 19:12:16,30.11,736
1969-12-31 19:12:17,67.94,737
1969-12-31 19:12:18,95.52,738
1969-12-31 19:12:19,12.89,739
1969-12-31 19:12:20,50.18,740
1969-12-31 19:12:21,41.23,741
1969-12-31 19:12:22,35.82,742
1969-12-31 19:12:23,46.54,743
1969-12-31 19:12:24,87.79,744
1969-12-31 19:12:25,57.65,745
1969-12-31 19:12:26,97.48,746
1969-12-31 19:12:27,59.75,747
1969-12-31 19:12:28,77.91,748
1969-12-31 19:12:29,10.45,749
1969-12-31 19:12:30,66.95,750
1969-12-31 19:12:31,0.12,751
1969-12-31 19:12:32,97.74,752
1969-12-31 19:12:33,18.62,753
1969-12-31 19:12:34,64.59,754
1969-12-31 19:12:35,46.87,755
1969-12-31 19:12:36,68.63,756
1969-12-31 19:12:37,72.99,757
1969-12-31 19:12:38,57.0,758
1969-12-31 19:12:39,82.82,759
1969-12-31 19:12:40,58.32,760
1969-12-31 19:12:41,58.48,761
1969-12-31 19:12:42,76.55,762
1969-12-31 19:12:43,74.64,763
1969-12-31 19:12:44,82.37,764
1969-12-31 19:12:45,62.81,765
1969-12-31 19:12:46,72.78,766
1969-12-31 19:12:47,44.65,767
1969-12-31 19:12:48,85.0,768
1969-12-31 19:12:49,10.83,769
1969-12-31 19:12:50,22.85,770
1969-12-31 19:12:51,24.75,771
1969-12-31 19:12:52,30.29,772
1969-12-31 19:12:53,31.44,773
1969-12-31 19:12:54,67.5,774
1969-12-31 19:12:55,26.91,775
1969-12-31 19:12:56,83.78,776
1969-12-31 19:12:57,3.65,777
1969-12-31 19:12:58,29.18,778
1969-12-31 19:12:59,34.32,779
1969-12-31 19:13:00,24.36,780
1969-12-31 19:13:01,42.62,781
1969-12-31 19:13:02,77.3,782
1969-12-31 19:13:03,40.36,783
1969-12-31 19:13:04,22.17,784
1969-12-31 19:13:05,51.45,785
1969-12-31 19:13:06,95.34,786
1969-12-31 19:13:07,90.65,787
1969-12-31 19:13:08,63.77,788
1969-12-31 19:13:09,58.57,789
1969-12-31 19:13:10,77.48,790
1969-12-31 19:13:11,27.56,791
1969-12-31 19:13:12,60.11,792
1969-12-31 19:13:13,23.09,793
1969-12-31 19:13:14,28.98,794
1969-12-31 19:13:15,25.75,795
1969-12-31 19:13:16,33.73,796
1969-12-31 19:13:17,14.57,797
1969-12-31 19:13:18,39.96,798
1969-12-31 19:13:19,75.12,799
1969-12-31 19:13:20,58.86,800
1969-12-31 19:13:21,56.67,801
1969-12-31 19:13:22,19.07,802
1969-12-31 19:13:23,50.91,803
1969-12-31 19:13:24,52.07,804
1969-12-31 19:13:25,44.43,805
1969-12-31 19:13:26,18.12,806
1969-12-31 19:13:27,14.89,807
1969-12-31 19:13:28,46.37,808
1969-12-31 19:13:29,85.5,809
1969-12-31 19:13:30,16.42,810
1969-12-31 19:13:31,31.15,811
1969-12-31 19:13:32,96.96,812
1969-12-31 19:13:33,26.07,813
1969-12-31 19:13:34,35.51,814
1969-12-31 19:13:35,45.25,815
1969-12-31 19:13:36,7.94,816
1969-12-31 19:13:37,96.74,817
1969-12-31 19:13:38,88.1,818
1969-12-31 19:13:39,10.85,819
1969-12-31 19:13:40,30.33,820
1969-12-31 19:13:41,58.35,821
1969-12-31 19:13:42,7.37,822
1969-12-31 19:13:43,22.6,823
1969-12-31 19:13:44,9.96,824
1969-12-31 19:13:45,5.51,825
1969-12-31 19:13:46,31.42,826
1969-12-31 19:13:47,0.64,827
1969-12-31 19:13:48,68.86,828
1969-12-31 19:13:49,9.61,829
1969-12-31 19:13:50,33.27,830
1969-12-31 19:13:51,99.88,831
1969-12-31 19:13:52,79.0,832
1969-12-31 19:13:53,12.75,833
1969-12-31 19:13:54,28.77,834
1969-12-31 19:13:55,61.25,835
1969-12-31 19:13:56,40.26,836
1969-12-31 19:13:57,66.18,837
1969-12-31 19:13:58,91.65,838
1969-12-31 19:13:59,55.25,839
1969-12-31 19:14:00,84.91,840
1969-12-31 19:14:01,73.74,841
1969-12-31 19:14:02,5.41,842
1969-12-31 19:14:03,59.98,843
1969-12-31 19:14:04,64.42,844
1969-12-31 19:14:05,56.45,845
1969-12-31 19:14:06,81.83,846
1969-12-31 19:14:07,74.07,847
1969-12-31 19:14:08,58.39,848
1969-12-31 19:14:09,48.77,849
1969-12-31 19:14:10,21.47,850
1969-12-31 19:14:11,81.77,851
1969-12-31 19:14:12,15.3,852
1969-12-31 19:14:13,62.23,853
1969-12-31 19:14:14,71.35,854
1969-12-31 19:14:15,38.66,855
1969-12-31 19:14:16,46.26,856
1969-12-31 19:14:17,11.23,857
1969-12-31 19:14:18,63.91,858
1969-12-31 19:14:19,83.06,859
1969-12-31 19:14:20,92.68,860
1969-12-31 19:14:21,12.55,861
1969-12-31 19:14:22,35.39,862
1969-12-31 19:14:23,90.96,863
1969-12-31 19:14:24,14.16,864
1969-12-31 19:14:25,84.85,865
1969-12-31 19:14:26,47.5,866
1969-12-31 19:14:27,97.21,867
1969-12-31 19:14:28,4.94,868
1969-12-31 19:14:29,51.76,869
1969-12-31 19:14:30,7.98,870
1969-12-31 19:14:31,33.59,871
1969-12-31 19:14:32,63.78,872
1969-12-31 19:14:33,56.53,873
1969-12-31 19:14:34,37.87,874
1969-12-31 19:14:35,30.55,875
1969-12-31 19:14:36,30.03,876
1969-12-31 19:14:37,4.35,877
1969-12-31 19:14:38,12.85,878
1969-12-31 19:14:39,10.49,879
1969-12-31 19:14:40,7.8,880
1969-12-31 19:14:41,68.69,881
1969-12-31 19:14:42,28.09,882
1969-12-31 19:14:43,52.79,883
1969-12-31 19:14:44,43.9,884
1969-12-31 19:14:45,18.94,885
1969-12-31 19:14:46,39.42,886
1969-12-31 19:14:47,12.22,887
1969-12-31 19:14:48,71.65,888
1969-12-31 19:14:49,93.46,889
1969-12-31 19:14:50,32.74,890
1969-12-31 19:14:51,67.68,891
1969-12-31 19:14:52,65.97,892
1969-12-31 19:14:53,40.62,893
1969-12-31 19:14:54,89.35,894
1969-12-31 19:14:55,73.4,895
1969-12-31 19:14:56,41.6,896
1969-12-31 19:14:57,16.41,897
1969-12-31 19:14:58,92.02,898
1969-12-31 19:14:59,75.04,899
1969-12-31 19:15:00,26.45,900
1969-12-31 19:15:01,9.0,901
1969-12-31 19:15:02,7.98,902
1969-12-31 19:15:03,94.13,903
1969-12-31 19:15:04,18.75,904
1969-12-31 19:15:05,38.66,905
1969-12-31 19:15:06,19.76,906
1969-12-31 19:15:07,71.29,907
1969-12-31 19:15:08,30.8,908
1969-12-31 19:15:09,71.79,909
1969-12-31 19:15:10,73.41,910
1969-12-31 19:15:11,71.56,911
1969-12-31 19:15:12,9.49,912
1969-12-31 19:15:13,21.58,913
1969-12-31 19:15:14,41.81,914
1969-12-31 19:15:15,27.44,915
1969-12-31 19:15:16,25.51,916
1969-12-31 19:15:17,86.71,917
1969-12-31 19:15:18,16.05,918
1969-12-31 19:15:19,70.31,919
1969-12-31 19:15:20,19.16,920
1969-12-31 19:15:21,69.87,921
1969-12-31 19:15:22,1.49,922
1969-12-31 19:15:23,89.95,923
1969-12-31 19:15:24,92.79,924
1969-12-31 19:15:25,26.08,925
1969-12-31 19:15:26,6.7,926
1969-12-31 19:15:27,41.44,927
1969-12-31 19:15:28,1.17,928
1969-12-31 19:15:29,85.26,929
1969-12-31 19:15:30,84.22,930
1969-12-31 19:15:31,55.52,931
1969-12-31 19:15:32,87.36,932
1969-12-31 19:15:33,20.51,933
1969-12-31 19:15:34,96.17,934
1969-12-31 19:15:35,54.67,935
1969-12-31 19:15:36,71.28,936
1969-12-31 19:15:37,79.19,937
1969-12-31 19:15:38,39.91,938
1969-12-31 19:15:39,28.59,939
1969-12-31 19:15:40,25.88,940
1969-12-31 19:15:41,46.14,941
1969-12-31 19:15:42,87.35,942
1969-12-31 19:15:43,56.77,943
1969-12-31 19:15:44,99.25,944
1969-12-31 19:15:45,5.9,945
1969-12-31 19:15:46,58.79,946
1969-12-31 19:15:47,63.21,947
1969-12-31 19:15:48,3.33,948
1969-12-31 19:15:49,64.09,949
1969-12-31 19:15:50,59.55,950
1969-12-31 19:15:51,56.34,951
1969-12-31 19:15:52,10.28,952
1969-12-31 19:15:53,45.48,953
1969-12-31 19:15:54,62.16,954
1969-12-31 19:15:55,22.37,955
1969-12-31 19:15:56,73.15,956
1969-12-31 19:15:57,26.53,957
1969-12-31 19:15:58,42.09,958
1969-12-31 19:15:59,30.98,959
1969-12-31 19:16:00,45.0,960
1969-12-31 19:16:01,27.91,961
1969-12-31 19:16:02,36.37,962
1969-12-31 19:16:03,51.32,963
1969-12-31 19:16:04,48.61,964
1969-12-31 19:16:05,51.78,965
1969-12-31 19:16:06,69.09,966
1969-12-31 19:16:07,45.93,967
1969-12-31 19:16:08,56.05,968
1969-12-31 19:16:09,12.58,969
1969-12-31 19:16:10,24.69,970
1969-12-31 19:16:11,47.33,971
1969-12-31 19:16:12,56.7,972
1969-12-31 19:16:13,79.71,973
1969-12-31 19:16:14,22.49,974
1969-12-31 19:16:15,42.41,975
1969-12-31 19:16:16,68.07,976
1969-12-31 19:16:17,44.49,977
1969-12-31 19:16:18,54.24,978
1969-12-31 19:16:19,66.41,979
1969-12-31 19:16:20,0.31,980
1969-12-31 19:16:21,93.41,981
1969-12-31 19:16:22,60.36,982
1969-12-31 19:16:23,10.1,983
1969-12-31 19:16:24,37.23,984
1969-12-31 19:16:25,22.42,985
1969-12-31 19:16:26,26.63,986
1969-12-31 19:16:27,94.11,987
1969-12-31 19:16:28,41.02,988
1969-12-31 19:16:29,45.92,989
1969-12-31 19:16:30,26.95,990
1969-12-31 19:16:31,4.09,991
1969-12-31 19:16:32,38.53,992
1969-12-31 19:16:33,1.98,993
1969-12-31 19:16:34,93.53,994
1969-12-31 19:16:35,16.62,995
1969-12-31 19:16:36,68.1,996
1969-12-31 19:16:37,97.53,997
1969-12-31 19:16:38,11.63,998
1969-12-31 19:16:39,99.31,999
1969-12-31 19:16:40,42.67,1000
1969-12-31 19:16:41,38.84,1001
1969-12-31 19:16:42,38.11,1002
1969-12-31 19:16:43,43.55,1003
1969-12-31 19:16:44,65.46,1004
1969-12-31 19:16:45,93.21,1005
1969-12-31 19:16:46,32.09,1006
1969-12-31 19:16:47,73.72,1007
1969-12-31 19:16:48,70.49,1008
1969-12-31 19:16:49,24.57,1009
1969-12-31 19:16:50,28.76,1010
1969-12-31 19:16:51,53.39,1011
1969-12-31 19:16:52,89.52,1012
1969-12-31 19:16:53,90.29,1013
1969-12-31 19:16:54,23.73,1014
1969-12-31 19:16:55,39.65,1015
1969-12-31 19:16:56,7.25,1016
1969-12-31 19:16:57,90.72,1017
1969-12-31 19:16:58,89.01,1018
1969-12-31 19:16:59,69.7,1019
1969-12-31 19:17:00,50.45,1020
1969-12-31 19:17:01,5.34,1021
1969-12-31 19:17:02,13.8,1022
1969-12-31 19:17:03,55.52,1023
1969-12-31 19:17:04,74.25,1024
1969-12-31 19:17:05,63.59,1025
1969-12-31 19:17:06,21.93,1026
1969-12-31 19:17:07,45.84,1027
1969-12-31 19:17:08,63.85,1028
1969-12-31 19:17:09,26.79,1029
1969-12-31 19:17:10,20.86,1030
1969-12-31 19:17:11,62.09,1031
1969-12-31 19:17:12,24.88,1032
1969-12-31 19:17:13,82.8,1033
1969-12-31 19:17:14,78.43,1034
1969-12-31 19:17:15,22.23,1035
1969-12-31 19:17:16,57.2,1036
1969-12-31 19:17:17,97.04,1037
1969-12-31 19:17:18,59.72,1038
1969-12-31 19:17:19,70.83,1039
1969-12-31 19:17:20,41.12,1040
1969-12-31 19:17:21,4.77,1041
1969-12-31 19:17:22,9.85,1042
1969-12-31 19:17:23,15.9,1043
1969-12-31 19:17:24,9.38,1044
1969-12-31 19:17:25,38.67,1045
1969-12-31 19:17:26,97.72,1046
1969-12-31 19:17:27,55.53,1047
1969-12-31 19:17:28,79.61,1048
1969-12-31 19:17:29,38.37,1049
1969-12-31 19:17:30,15.49,1050
1969-12-31 19:17:31,83.34,1051
1969-12-31 19:17:32,96.14,1052
1969-12-31 19:17:33,19.12,1053
1969-12-31 19:17:34,18.51,1054
1969-12-31 19:17:35,81.55,1055
1969-12-31 19:17:36,35.75,1056
1969-12-31 19:17:37,2.49,1057
1969-12-31 19:17:38,34.53,1058
1969-12-31 19:17:39,10.89,1059
1969-12-31 19:17:40,59.04,1060
1969-12-31 19:17:41,45.07,1061
1969-12-31 19:17:42,6.12,1062
1969-12-31 19:17:43,96.15,1063
1969-12-31 19:17:44,64.78,1064
1969-12-31 19:17:45,90.4,1065
1969-12-31 19:17:46,62.2,1066
1969-12-31 19:17:47,13.65,1067
1969-12-31 19:17:48,34.25,1068
1969-12-31 19:17:49,5.55,1069
1969-12-31 19:17:50,80.55,1070
1969-12-31 19:17:51,79.12,1071
1969-12-31 19:17:52,41.39,1072
1969-12-31 19:17:53,47.49,1073
1969-12-31 19:17:54,24.3,1074
1969-12-31 19:17:55,67.82,1075
1969-12-31 19:17:56,23.89,1076
1969-12-31 19:17:57,53.77,1077
1969-12-31 19:17:58,92.73,1078
1969-12-31 19:17:59,20.9,1079
1969-12-31 19:18:00,85.96,1080
1969-12-31 19:18:01,97.06,1081
1969-12-31 19:18:02,75.13,1082
1969-12-31 19:18:03,41.59,1083
1969-12-31 19:18:04,22.85,1084
1969-12-31 19:18:05,50.25,1085
1969-12-31 19:18:06,9.47,1086
1969-12-31 19:18:07,17.7,1087
1969-12-31 19:18:08,94.22,1088
1969-12-31 19:18:09,36.51,1089
1969-12-31 19:18:10,31.21,1090
1969-12-31 19:18:11,71.18,1091
1969-12-31 19:18:12,3.94,1092
1969-12-31 19:18:13,78.05,1093
1969-12-31 19:18:14,77.51,1094
1969-12-31 19:18:15,83.61,1095
1969-12-31 19:18:16,12.42,1096
1969-12-31 19:18:17,55.3,1097
1969-12-31 19:18:18,24.79,1098
1969-12-31 19:18:19,36.75,1099
1969-12-31 19:18:20,47.79,1100
1969-12-31 19:18:21,91.81,1101
1969-12-31 19:18:22,47.06,1102
1969-12-31 19:18:23,52.3,1103
1969-12-31 19:18:24,29.45,1104
1969-12-31 19:18:25,47.88,1105
1969-12-31 19:18:26,15.55,1106
1969-12-31 19:18:27,40.36,1107
1969-12-31 19:18:28,50.51,1108
1969-12-31 19:18:29,84.98,1109
1969-12-31 19:18:30,52.49,1110
1969-12-31 19:18:31,17.42,1111
1969-12-31 19:18:32,89.27,1112
1969-12-31 19:18:33,50.84,1113
1969-12-31 19:18:34,65.77,1114
1969-12-31 19:18:35,55.88,1115
1969-12-31 19:18:36,81.45,1116
1969-12-31 19:18:37,37.46,1117
1969-12-31 19:18:38,77.2,1118
1969-12-31 19:18:39,1.33,1119
1969-12-31 19:18:40,77.83,1120
1969-12-31 19:18:41,3.75,1121
1969-12-31 19:18:42,21.85,1122
1969-12-31 19:18:43,18.32,1123
1969-12-31 19:18:44,38.59,1124
1969-12-31 19:18:45,37.5,1125
1969-12-31 19:18:46,13.03,1126
1969-12-31 19:18:47,8.0,1127
1969-12-31 19:18:48,7.57,1128
1969-12-31 19:18:49,20.08,1129
1969-12-31 19:18:50,51.29,1130
1969-12-31 19:18:51,23.7,1131
1969-12-31 19:18:52,82.38,1132
1969-12-31 19:18:53,99.84,1133
1969-12-31 19:18:54,71.66,1134
1969-12-31 19:18:55,40.52,1135
1969-12-31 19:18:56,2.61,1136
1969-12-31 19:18:57,31.92,1137
1969-12-31 19:18:58,98.52,1138
1969-12-31 19:18:59,24.12,1139
1969-12-31 19:19:00,78.74,1140
1969-12-31 19:19:01,45.74,1141
1969-12-31 19:19:02,53.51,1142
1969-12-31 19:19:03,41.64,1143
1969-12-31 19:19:04,51.47,1144
1969-12-31 19:19:05,16.57,1145
1969-12-31 19:19:06,90.43,1146
1969-12-31 19:19:07,70.42,1147
1969-12-31 19:19:08,77.07,1148
1969-12-31 19:19:09,40.03,1149
1969-12-31 19:19:10,59.1,1150
1969-12-31 19:19:11,83.48,1151
1969-12-31 19:19:12,22.94,1152
1969-12-31 19:19:13,2.87,1153
1969-12-31 19:19:14,11.15,1154
1969-12-31 19:19:15,21.32,1155
1969-12-31 19:19:16,43.32,1156
1969-12-31 19:19:17,82.1,1157
1969-12-31 19:19:18,35.83,1158
1969-12-31 19:19:19,30.96,1159
1969-12-31 19:19:20,53.06,1160
1969-12-31 19:19:21,88.24,1161
1969-12-31 19:19:22,49.7,1162
1969-12-31 19:19:23,58.4,1163
1969-12-31 19:19:24,63.49,1164
1969-12-31 19:19:25,61.64,1165
1969-12-31 19:19:26,43.96,1166
1969-12-31 19:19:27,77.08,1167
1969-12-31 19:19:28,40.79,1168
1969-12-31 19:19:29,11.3,1169
1969-12-31 19:19:30,18.25,1170
1969-12-31 19:19:31,27.82,1171
1969-12-31 19:19:32,0.61,1172
1969-12-31 19:19:33,76.98,1173
1969-12-31 19:19:34,26.34,1174
1969-12-31 19:19:35,56.37,1175
1969-12-31 19:19:36,77.65,1176
1969-12-31 19:19:37,15.34,1177
1969-12-31 19:19:38,59.41,1178
1969-12-31 19:19:39,0.77,1179
1969-12-31 19:19:40,97.87,1180
1969-12-31 19:19:41,2.38,1181
1969-12-31 19:19:42,40.72,1182
1969-12-31 19:19:43,3.12,1183
1969-12-31 19:19:44,48.55,1184
1969-12-31 19:19:45,45.79,1185
1969-12-31 19:19:46,9.0,1186
1969-12-31 19:19:47,20.57,1187
1969-12-31 19:19:48,72.28,1188
1969-12-31 19:19:49,77.29,1189
1969-12-31 19:19:50,80.76,1190
1969-12-31 19:19:51,60.58,1191
1969-12-31 19:19:52,61.37,1192
1969-12-31 19:19:53,49.23,1193
1969-12-31 19:19:54,15.77,1194
1969-12-31 19:19:55,58.92,1195
1969-12-31 19:19:56,23.56,1196
1969-12-31 19:19:57,71.84,1197
1969-12-31 19:19:58,9.8,1198
1969-12-31 19:19:59,55.22,1199
1969-12-31 19:20:00,48.18,1200
1969-12-31 19:20:01,91.42,1201
1969-12-31 19:20:02,61.19,1202
1969-12-31 19:20:03,28.38,1203
1969-12-31 19:20:04,55.02,1204
1969-12-31 19:20:05,28.26,1205
1969-12-31 19:20:06,40.91,1206
1969-12-31 19:20:07,2.3,1207
1969-12-31 19:20:08,19.31,1208
1969-12-31 19:20:09,13.93,1209
1969-12-31 19:20:10,82.21,1210
1969-12-31 19:20:11,23.56,1211
1969-12-31 19:20:12,55.28,1212
1969-12-31 19:20:13,11.15,1213
1969-12-31 19:20:14,67.46,1214
1969-12-31 19:20:15,86.78,1215
1969-12-31 19:20:16,31.71,1216
1969-12-31 19:20:17,0.21,1217
1969-12-31 19:20:18,26.56,1218
1969-12-31 19:20:19,67.08,1219
1969-12-31 19:20:20,79.06,1220
1969-12-31 19:20:21,97.11,1221
1969-12-31 19:20:22,0.54,1222
1969-12-31 19:20:23,90.45,1223
1969-12-31 19:20:24,35.31,1224
1969-12-31 19:20:25,18.55,1225
1969-12-31 19:20:26,39.31,1226
1969-12-31 19:20:27,46.45,1227
1969-12-31 19:20:28,61.1,1228
1969-12-31 19:20:29,80.05,1229
1969-12-31 19:20:30,5.77,1230
1969-12-31 19:20:31,59.7,1231
1969-12-31 19:20:32,52.44,1232
1969-12-31 19:20:33,79.77,1233
1969-12-31 19:20:34,35.64,1234
1969-12-31 19:20:35,69.04,1235
1969-12-31 19:20:36,64.93,1236
1969-12-31 19:20:37,86.76,1237
1969-12-31 19:20:38,48.19,1238
1969-12-31 19:20:39,59.46,1239
1969-12-31 19:20:40,47.53,1240
1969-12-31 19:20:41,66.15,1241
1969-12-31 19:20:42,44.17,1242
1969-12-31 19:20:43,24.4,1243
1969-12-31 19:20:44,24.24,1244
1969-12-31 19:20:45,57.6,1245
1969-12-31 19:20:46,44.73,1246
1969-12-31 19:20:47,56.18,1247
1969-12-31 19:20:48,2.12,1248
1969-12-31 19:20:49,1.69,1249
1969-12-31 19:20:50,10.41,1250
1969-12-31 19:20:51,94.69,1251
1969-12-31 19:20:52,37.96,1252
1969-12-31 19:20:53,13.66,1253
1969-12-31 19:20:54,8.36,1254
1969-12-31 19:20:55,30.63,1255
1969-12-31 19:20:56,16.0,1256
1969-12-31 19:20:57,93.01,1257
1969-12-31 19:20:58,60.17,1258
1969-12-31 19:20:59,93.78,1259
1969-12-31 19:21:00,42.62,1260
1969-12-31 19:21:01,24.11,1261
1969-12-31 19:21:02,2.44,1262
1969-12-31 19:21:03,27.03,1263
1969-12-31 19:21:04,44.82,1264
1969-12-31 19:21:05,62.62,1265
1969-12-31 19:21:06,12.15,1266
1969-12-31 19:21:07,99.73,1267
1969-12-31 19:21:08,62.99,1268
1969-12-31 19:21:09,41.9,1269
1969-12-31 19:21:10,21.54,1270
1969-12-31 19:21:11,49.23,1271
1969-12-31 19:21:12,43.25,1272
1969-12-31 19:21:13,63.69,1273
1969-12-31 19:21:14,28.39,1274
1969-12-31 19:21:15,56.37,1275
1969-12-31 19:21:16,95.84,1276
1969-12-31 19:21:17,34.18,1277
1969-12-31 19:21:18,35.54,1278
1969-12-31 19:21:19,18.38,1279
1969-12-31 19:21:20,26.49,1280
1969-12-31 19:21:21,5.6,1281
1969-12-31 19:21:22,16.34,1282
1969-12-31 19:21:23,48.95,1283
1969-12-31 19:21:24,36.65,1284
1969-12-31 19:21:25,53.23,1285
1969-12-31 19:21:26,72.04,1286
1969-12-31 19:21:27,28.29,1287
1969-12-31 19:21:28,77.01,1288
1969-12-31 19:21:29,36.99,1289
1969-12-31 19:21:30,96.16,1290
1969-12-31 19:21:31,98.63,1291
1969-12-31 19:21:32,31.38,1292
1969-12-31 19:21:33,62.1,1293
1969-12-31 19:21:34,46.94,1294
1969-12-31 19:21:35,61.05,1295
1969-12-31 19:21:36,58.42,1296
1969-12-31 19:21:37,86.51,1297
1969-12-31 19:21:38,61.39,1298
1969-12-31 19:21:39,34.37,1299
1969-12-31 19:21:40,61.36,1300
1969-12-31 19:21:41,93.24,1301
1969-12-31 19:21:42,9.84,1302
1969-12-31 19:21:43,8.05,1303
1969-12-31 19:21:44,45.17,1304
1969-12-31 19:21:45,93.82,1305
1969-12-31 19:21:46,67.08,1306
1969-12-31 19:21:47,26.5,1307
1969-12-31 19:21:48,94.38,1308
1969-12-31 19:21:49,27.11,1309
1969-12-31 19:21:50,60.36,1310
1969-12-31 19:21:51,81.57,1311
1969-12-31 19:21:52,55.76,1312
1969-12-31 19:21:53,91.78,1313
1969-12-31 19:21:54,15.83,1314
1969-12-31 19:21:55,10.76,1315
1969-12-31 19:21:56,74.38,1316
1969-12-31 19:21:57,45.56,1317
1969-12-31 19:21:58,4.93,1318
1969-12-31 19:21:59,9.61,1319
1969-12-31 19:22:00,23.4,1320
1969-12-31 19:22:01,89.1,1321
1969-12-31 19:22:02,64.45,1322
1969-12-31 19:22:03,90.48,1323
1969-12-31 19:22:04,76.23,1324
1969-12-31 19:22:05,44.64,1325
1969-12-31 19:22:06,2.37,1326
1969-12-31 19:22:07,19.44,1327
1969-12-31 19:22:08,57.53,1328
1969-12-31 19:22:09,58.95,1329
1969-12-31 19:22:10,93.48,1330
1969-12-31 19:22:11,63.57,1331
1969-12-31 19:22:12,37.53,1332
1969-12-31 19:22:13,7.5,1333
1969-12-31 19:22:14,64.66,1334
1969-12-31 19:22:15,72.5,1335
1969-12-31 19:22:16,50.57,1336
1969-12-31 19:22:17,3.26,1337
1969-12-31 19:22:18,34.89,1338
1969-12-31 19:22:19,49.82,1339
1969-12-31 19:22:20,83.74,1340
1969-12-31 19:22:21,4.35,1341
1969-12-31 19:22:22,89.43,1342
1969-12-31 19:22:23,25.95,1343
1969-12-31 19:22:24,55.51,1344
1969-12-31 19:22:25,68.2,1345
1969-12-31 19:22:26,17.3,1346
1969-12-31 19:22:27,28.23,1347
1969-12-31 19:22:28,25.84,1348
1969-12-31 19:22:29,99.4,1349
1969-12-31 19:22:30,25.09,1350
1969-12-31 19:22:31,46.66,1351
1969-12-31 19:22:32,16.72,1352
1969-12-31 19:22:33,42.48,1353
1969-12-31 19:22:34,6.67,1354
1969-12-31 19:22:35,6.88,1355
1969-12-31 19:22:36,40.46,1356
1969-12-31 19:22:37,62.37,1357
1969-12-31 19:22:38,95.37,1358
1969-12-31 19:22:39,76.09,1359
1969-12-31 19:22:40,93.66,1360
1969-12-31 19:22:41,97.45,1361
1969-12-31 19:22:42,40.34,1362
1969-12-31 19:22:43,11.85,1363
1969-12-31 19:22:44,45.37,1364
1969-12-31 19:22:45,85.92,1365
1969-12-31 19:22:46,8.98,1366
1969-12-31 19:22:47,56.63,1367
1969-12-31 19:22:48,53.58,1368
1969-12-31 19:22:49,69.47,1369
1969-12-31 19:22:50,1.33,1370
1969-12-31 19:22:51,87.24,1371
1969-12-31 19:22:52,27.77,1372
1969-12-31 19:22:53,79.88,1373
1969-12-31 19:22:54,64.28,1374
1969-12-31 19:22:55,80.72,1375
1969-12-31 19:22:56,69.65,1376
1969-12-31 19:22:57,28.32,1377
1969-12-31 19:22:58,57.1,1378
1969-12-31 19:22:59,84.44,1379
1969-12-31 19:23:00,92.81,1380
1969-12-31 19:23:01,58.53,1381
1969-12-31 19:23:02,63.62,1382
1969-12-31 19:23:03,4.06,1383
1969-12-31 19:23:04,87.52,1384
1969-12-31 19:23:05,47.26,1385
1969-12-31 19:23:06,53.88,1386
1969-12-31 19:23:07,30.87,1387
1969-12-31 19:23:08,82.3,1388
1969-12-31 19:23:09,46.66,1389
1969-12-31 19:23:10,98.19,1390
1969-12-31 19:23:11,48.13,1391
1969-12-31 19:23:12,14.4,1392
1969-12-31 19:23:13,26.78,1393
1969-12-31 19:23:14,97.26,1394
1969-12-31 19:23:15,49.72,1395
1969-12-31 19:23:16,4.21,1396
1969-12-31 19:23:17,89.67,1397
1969-12-31 19:23:18,68.84,1398
1969-12-31 19:23:19,27.13,1399
1969-12-31 19:23:20,23.75,1400
1969-12-31 19:23:21,95.96,1401
1969-12-31 19:23:22,67.03,1402
1969-12-31 19:23:23,94.71,1403
1969-12-31 19:23:24,63.31,1404
1969-12-31 19:23:25,59.91,1405
1969-12-31 19:23:26,41.33,1406
1969-12-31 19:23:27,20.22,1407
1969-12-31 19:23:28,43.04,1408
1969-12-31 19:23:29,13.48,1409
1969-12-31 19:23:30,86.22,1410
1969-12-31 19:23:31,20.32,1411
1969-12-31 19:23:32,81.07,1412
1969-12-31 19:23:33,79.09,1413
1969-12-31 19:23:34,4.13,1414
1969-12-31 19:23:35,19.71,1415
1969-12-31 19:23:36,92.81,1416
1969-12-31 19:23:37,79.84,1417
1969-12-31 19:23:38,17.13,1418
1969-12-31 19:23:39,63.49,1419
1969-12-31 19:23:40,59.06,1420
1969-12-31 19:23:41,14.72,1421
1969-12-31 19:23:42,47.04,1422
1969-12-31 19:23:43,20.01,1423
1969-12-31 19:23:44,86.07,1424
1969-12-31 19:23:45,82.79,1425
1969-12-31 19:23:46,96.06,1426
1969-12-31 19:23:47,93.2,1427
1969-12-31 19:23:48,56.56,1428
1969-12-31 19:23:49,21.39,1429
1969-12-31 19:23:50,78.85,1430
1969-12-31 19:23:51,11.99,1431
1969-12-31 19:23:52,37.62,1432
1969-12-31 19:23:53,53.58,1433
1969-12-31 19:23:54,68.63,1434
1969-12-31 19:23:55,74.62,1435
1969-12-31 19:23:56,44.59,1436
1969-12-31 19:23:57,40.88,1437
1969-12-31 19:23:58,81.71,1438
1969-12-31 19:23:59,9.87,1439
1969-12-31 19:24:00,19.78,1440
1969-12-31 19:24:01,34.77,1441
1969-12-31 19:24:02,64.59,1442
1969-12-31 19:24:03,28.26,1443
1969-12-31 19:24:04,91.24,1444
1969-12-31 19:24:05,82.54,1445
1969-12-31 19:24:06,63.26,1446
